Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height (m),BMI
Cindy Roleder,F,26.0,178.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Non-Medal,1.78,22.09
Brianna Rollins,F,24.0,165.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Medal,1.65,21.67
Annika Roloff,F,25.0,166.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,Non-Medal,1.66,21.05
Darlan Romani,M,25.0,187.0,90.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Shot Put,Non-Medal,1.87,25.74
Gabrielle Gonalves Roncatto,F,18.0,165.0,60.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Non-Medal,1.65,22.04
Jackson Andre Rondinelli de Oliveira,M,22.0,163.0,62.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Non-Medal,1.63,23.34
Miryam Roper (-Yearwood),F,34.0,165.0,59.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,Non-Medal,1.65,21.67
Vitria Cristina Silva Rosa,F,20.0,170.0,60.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Non-Medal,1.7,20.76
Shane Rose,M,43.0,181.0,80.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Non-Medal,1.81,24.42
Shane Rose,M,43.0,181.0,80.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Medal,1.81,24.42
Eva Rsken,F,32.0,165.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Non-Medal,1.65,25.71
April Elizabeth Ross,F,34.0,185.0,75.0,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Medal,1.85,21.91
Thibault Rossard,M,22.0,193.0,85.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Non-Medal,1.93,22.82
Matthieu Rosset,M,26.0,170.0,67.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Springboard,Non-Medal,1.7,23.18
Jack Rossiter,M,19.0,171.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Non-Medal,1.71,23.94
Ernst Adriaan Rost-Onnes,M,30.0,184.0,76.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Non-Medal,1.84,22.45
Snke Rothenberger,M,21.0,193.0,73.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",Non-Medal,1.93,19.6
Snke Rothenberger,M,21.0,193.0,73.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Medal,1.93,19.6
Antonin Rouzier,M,29.0,200.0,102.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Non-Medal,2.0,25.5
Shannon Nicole Rowbury,F,31.0,166.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 1,500 metres",Non-Medal,1.66,18.87
Aaron John Royle,M,26.0,180.0,67.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Non-Medal,1.8,20.68
Philippe Rozier,M,53.0,173.0,63.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",Non-Medal,1.73,21.05
Philippe Rozier,M,53.0,173.0,63.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Medal,1.73,21.05
"Anneliese ""Annie"" Rubie",F,24.0,171.0,58.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Non-Medal,1.71,19.84
"Anneliese ""Annie"" Rubie",F,24.0,171.0,58.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Non-Medal,1.71,19.84
Christopher Rhr,M,22.0,180.0,77.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Medal,1.8,23.77
Henrik Rummel,M,28.0,196.0,97.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Non-Medal,1.96,25.25
Cierra Runge,F,20.0,193.0,85.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Medal,1.93,22.82
Galen Rupp,M,30.0,181.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 10,000 metres",Non-Medal,1.81,18.62
Galen Rupp,M,30.0,181.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,Medal,1.81,18.62
Aaron Russell,M,23.0,206.0,93.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Medal,2.06,21.92
Gary Antuanne Russell,M,20.0,173.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Non-Medal,1.73,21.38
Alexander Russo,M,22.0,173.0,61.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Non-Medal,1.73,20.38
Jaime Ryan,F,22.0,175.0,68.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Non-Medal,1.75,22.2
Sean Ryan,M,23.0,191.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 10 kilometres Open Water,Non-Medal,1.91,21.11
"William ""Will"" Ryan",M,27.0,193.0,75.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Medal,1.93,20.13
"Elizaveta Vladimirova ""Lisa"" Ryzih",F,27.0,179.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,Non-Medal,1.79,19.35
Andr Rezende S,M,39.0,186.0,74.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Non-Medal,1.86,21.39
Lucas Saatkamp,M,30.0,209.0,101.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Medal,2.09,23.12
Paulo Salemi,M,22.0,191.0,94.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.91,25.77
Dane Kevin Sampson,M,29.0,183.0,89.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Non-Medal,1.83,26.58
Dane Kevin Sampson,M,29.0,183.0,89.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Non-Medal,1.83,26.58
Dane Kevin Sampson,M,29.0,183.0,89.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Non-Medal,1.83,26.58
"Daniele ""Dani"" Samuels (-Stevens)",F,28.0,182.0,82.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,Non-Medal,1.82,24.76
"Joshua ""Josh"" Samuels",M,25.0,194.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.94,25.24
Daniel Henri Sancery,M,22.0,182.0,90.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.82,27.17
Felipe Henri Sancery,M,22.0,182.0,90.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.82,27.17
Taylor Sander,M,24.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Medal,1.93,23.09
Keith Sanderson,M,41.0,183.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Non-Medal,1.83,28.37
Anna Santamans,F,23.0,177.0,61.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,Non-Medal,1.77,19.47
Anna Santamans,F,23.0,177.0,61.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Non-Medal,1.77,19.47
Graciete Feira de Santana,F,35.0,155.0,43.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,Non-Medal,1.55,17.9
Matheus Paulo de Santana,M,20.0,189.0,90.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Non-Medal,1.89,25.2
Edna Santini,F,24.0,153.0,54.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.53,23.07
Gabriel da Silva Santos,M,20.0,184.0,83.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Non-Medal,1.84,24.52
Juliana Esteves dos Santos,F,32.0,177.0,73.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.77,23.3
Juliana Paula Gomes dos Santos (de Azevedo-),F,33.0,165.0,50.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Non-Medal,1.65,18.37
Leonardo Santos,M,22.0,194.0,104.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Non-Medal,1.94,27.63
Rosane dos Reis Santos,F,29.0,162.0,53.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Featherweight,Non-Medal,1.62,20.2
Rosangela Cristina Oliveira Santos,F,25.0,166.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Non-Medal,1.66,23.23
Rosangela Cristina Oliveira Santos,F,25.0,166.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Non-Medal,1.66,23.23
Flvia Lopes Saraiva,F,16.0,133.0,31.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Non-Medal,1.33,17.53
Flvia Lopes Saraiva,F,16.0,133.0,31.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Non-Medal,1.33,17.53
Flvia Lopes Saraiva,F,16.0,133.0,31.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Non-Medal,1.33,17.53
Flvia Lopes Saraiva,F,16.0,133.0,31.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Non-Medal,1.33,17.53
Flvia Lopes Saraiva,F,16.0,133.0,31.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Non-Medal,1.33,17.53
Jlia Albino Sard,F,33.0,174.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.74,21.14
Caitlin Sargent-Jones,F,24.0,171.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Non-Medal,1.71,20.52
Srgio Yoshio Sasaki Jnior,M,24.0,161.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Individual All-Around,Non-Medal,1.61,24.69
Srgio Yoshio Sasaki Jnior,M,24.0,161.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Non-Medal,1.61,24.69
Srgio Yoshio Sasaki Jnior,M,24.0,161.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,Non-Medal,1.61,24.69
Srgio Yoshio Sasaki Jnior,M,24.0,161.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,Non-Medal,1.61,24.69
Srgio Yoshio Sasaki Jnior,M,24.0,161.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,Non-Medal,1.61,24.69
Srgio Yoshio Sasaki Jnior,M,24.0,161.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,Non-Medal,1.61,24.69
Srgio Yoshio Sasaki Jnior,M,24.0,161.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Non-Medal,1.61,24.69
Srgio Yoshio Sasaki Jnior,M,24.0,161.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,Non-Medal,1.61,24.69
Ana Stila Vieira Vargas,F,20.0,163.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Non-Medal,1.63,21.83
Rmi Saudadier,M,30.0,198.0,100.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.98,25.51
Martin Sauer,M,33.0,169.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Medal,1.69,19.26
"Rebecca Elizabeth ""Becky"" Sauerbrunn",F,31.0,170.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.7,22.15
Raven Saunders,F,20.0,165.0,109.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Non-Medal,1.65,40.04
Valerian Sauveplane,M,36.0,180.0,77.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",Non-Medal,1.8,23.77
Valerian Sauveplane,M,36.0,180.0,77.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Non-Medal,1.8,23.77
Laetisha Scanlan,F,26.0,163.0,51.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,Non-Medal,1.63,19.2
Haline Leme Scatrut,F,23.0,169.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.69,22.41
Fernando Augusto Dias Scavasin,M,31.0,184.0,80.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Non-Medal,1.84,23.63
Martin Michael Schaefer,M,26.0,183.0,82.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.83,24.49
Carolin Schfer,F,24.0,178.0,65.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Non-Medal,1.78,20.52
Lucas Schfer,M,21.0,187.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Non-Medal,1.87,20.02
Pauline Sieglinde Schfer,F,19.0,162.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Non-Medal,1.62,20.96
Pauline Sieglinde Schfer,F,19.0,162.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Non-Medal,1.62,20.96
Pauline Sieglinde Schfer,F,19.0,162.0,55.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Non-Medal,1.62,20.96
Sophie Celina Scheder,F,19.0,167.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Non-Medal,1.67,20.08
Sophie Celina Scheder,F,19.0,167.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Non-Medal,1.67,20.08
Sophie Celina Scheder,F,19.0,167.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Non-Medal,1.67,20.08
Sophie Celina Scheder,F,19.0,167.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Medal,1.67,20.08
Sophie Celina Scheder,F,19.0,167.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Non-Medal,1.67,20.08
Robert Scheidt,M,43.0,188.0,76.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Dinghy,Non-Medal,1.88,21.5
Tobias Scherbarth,M,30.0,195.0,87.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Non-Medal,1.95,22.88
Sarah Scherer,F,25.0,173.0,62.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Rifle, 10 metres",Non-Medal,1.73,20.72
Sarah Scherer,F,25.0,173.0,62.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Non-Medal,1.73,20.72
Anja Scherl,F,30.0,160.0,48.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,Non-Medal,1.6,18.75
Annika Schleu,F,26.0,175.0,63.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,Non-Medal,1.75,20.57
Lauren Schmetterling,F,28.0,180.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Medal,1.8,23.77
Lisa Schmidla,F,25.0,173.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Medal,1.73,25.39
Bruno Oscar Schmidt,M,29.0,185.0,87.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Medal,1.85,25.42
Richard Schmidt,M,29.0,191.0,87.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Medal,1.91,23.85
Paulina Schmiedel,F,23.0,175.0,61.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Non-Medal,1.75,19.92
Roberto Schmits,M,47.0,187.0,90.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,Non-Medal,1.87,25.74
Allison Rodgers Schmitt,F,26.0,185.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Medal,1.85,21.91
Allison Rodgers Schmitt,F,26.0,185.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Medal,1.85,21.91
Karin Schnaase,F,31.0,164.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Singles,Non-Medal,1.64,20.82
Dorothee Schneider (-Krumhoff),F,47.0,169.0,63.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",Non-Medal,1.69,22.06
Dorothee Schneider (-Krumhoff),F,47.0,169.0,63.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Medal,1.69,22.06
Nils Schomber,M,22.0,183.0,72.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Non-Medal,1.83,21.5
Lena Schneborn,F,30.0,179.0,60.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Women's Individual,Non-Medal,1.79,18.73
Lauritz Schoof,M,25.0,195.0,98.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Medal,1.95,25.77
Johannes Schttler,M,31.0,192.0,84.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,Non-Medal,1.92,22.79
Nathan Schrimsher,M,24.0,188.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Non-Medal,1.88,22.35
Anne Schrder,F,21.0,170.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Medal,1.7,20.07
Almuth Schult,F,25.0,180.0,71.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Medal,1.8,21.91
Jodie Lauren Schulz-Kenny,F,28.0,183.0,74.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.83,22.1
Karl Schulze,M,28.0,190.0,100.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Medal,1.9,27.7
Lisa Schtze,F,19.0,172.0,61.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Medal,1.72,20.62
Christina Schwanitz,F,30.0,180.0,115.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Non-Medal,1.8,35.49
Athos Marangon Schwantes,M,31.0,190.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",Non-Medal,1.9,23.55
Athos Marangon Schwantes,M,31.0,190.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Non-Medal,1.9,23.55
Diogo Sclebin,M,34.0,190.0,80.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Non-Medal,1.9,22.16
Callum Scotson,M,19.0,184.0,77.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Medal,1.84,22.74
Helena Scutt,F,24.0,170.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Non-Medal,1.7,22.84
Emily Jane Seebohm,F,24.0,180.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Non-Medal,1.8,21.6
Emily Jane Seebohm,F,24.0,180.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,Non-Medal,1.8,21.6
Emily Jane Seebohm,F,24.0,180.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Medal,1.8,21.6
Melissa Seidemann,F,26.0,183.0,104.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Medal,1.83,31.05
Sebastian Seidl,M,26.0,174.0,70.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Non-Medal,1.74,23.12
Elisabeth Seitz,F,22.0,162.0,57.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Non-Medal,1.62,21.72
Elisabeth Seitz,F,22.0,162.0,57.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Non-Medal,1.62,21.72
Elisabeth Seitz,F,22.0,162.0,57.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Non-Medal,1.62,21.72
Elisabeth Seitz,F,22.0,162.0,57.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Non-Medal,1.62,21.72
Elisabeth Seitz,F,22.0,162.0,57.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Non-Medal,1.62,21.72
Davie Selke,M,21.0,192.0,82.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.92,22.24
Maria Selmaier,F,24.0,175.0,79.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Non-Medal,1.75,25.8
Sawan Serasinghe,M,22.0,178.0,79.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,Non-Medal,1.78,24.93
Kristen Shaldybin,F,18.0,175.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Non-Medal,1.75,18.61
