Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,Height (m),BMI
Ivan Popov,M,30.0,203.0,106.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Non-Medal,2.03,25.72
Alexandra Popp,F,25.0,174.0,65.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Medal,1.74,21.47
Eduard Popp,M,25.0,190.0,128.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Non-Medal,1.9,35.46
John Porch,M,22.0,185.0,99.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Non-Medal,1.85,28.93
"Richard Julian ""Richie"" Porte",M,31.0,172.0,62.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Non-Medal,1.72,20.96
Valentin Porte,M,25.0,190.0,92.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Medal,1.9,25.48
Maria de Lourdes Mazzoleni Portela,F,28.0,158.0,70.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Middleweight,Non-Medal,1.58,28.04
Renato Tastardi Portella,M,53.0,165.0,74.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,Non-Medal,1.65,27.18
"Jeffrey Issack ""Jeff"" Porter",M,30.0,183.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,Non-Medal,1.83,25.68
Alise Rose Post,F,25.0,158.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,Medal,1.58,23.23
Daniela Potapova,F,20.0,166.0,48.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Non-Medal,1.66,17.42
Warren James Potent,M,54.0,175.0,73.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Non-Medal,1.75,23.84
Jordan Jules Julien Marce Pothain,M,21.0,187.0,74.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Non-Medal,1.87,21.16
Jordan Jules Julien Marce Pothain,M,21.0,187.0,74.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Non-Medal,1.87,21.16
Jillion Paige  Potter,F,30.0,178.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.78,25.25
Alec Potts,M,20.0,185.0,77.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,Non-Medal,1.85,22.5
Alec Potts,M,20.0,185.0,77.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Medal,1.85,22.5
Pauline Pousse,F,28.0,184.0,64.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,Non-Medal,1.84,18.9
David Powell,M,25.0,175.0,67.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Non-Medal,1.75,21.88
David Powell,M,25.0,175.0,67.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Non-Medal,1.75,21.88
Alexandro Pozzer,M,27.0,192.0,107.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Non-Medal,1.92,29.03
Valentin Prades,M,23.0,194.0,90.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Non-Medal,1.94,23.91
Jenna Prandini,F,23.0,173.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 200 metres,Non-Medal,1.73,20.05
Robin Prendes,M,27.0,186.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Non-Medal,1.86,20.81
Josh Prenot,M,23.0,180.0,76.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Breaststroke,Medal,1.8,23.46
Nzingha Prescod,F,23.0,163.0,62.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Non-Medal,1.63,23.34
Christen Annemarie Press,F,27.0,168.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.68,21.61
DeAnna Marie Price,F,23.0,173.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Non-Medal,1.73,33.41
William Reid Priddy,M,38.0,194.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Medal,1.94,23.65
Nadja Pries,F,22.0,161.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,Non-Medal,1.61,21.6
Danielle Mia Prince,F,24.0,166.0,52.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Non-Medal,1.66,18.87
Sahit Prizreni,M,34.0,166.0,65.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",Non-Medal,1.66,23.59
Alexej Prochorow,M,26.0,191.0,135.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,Non-Medal,1.91,37.01
Grischa Prmel,M,21.0,182.0,78.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.82,23.55
Marie Prouvensier,F,22.0,165.0,52.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Medal,1.65,19.1
Briana Provancha,F,27.0,170.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Non-Medal,1.7,23.18
"Benjamin Errol ""Ben"" Provisor",M,26.0,173.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Non-Medal,1.73,29.4
Jason Pryor,M,28.0,175.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",Non-Medal,1.75,26.12
Mateusz Przybylko,M,24.0,195.0,78.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,Non-Medal,1.95,20.51
Mallory Diane Pugh,F,18.0,163.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.63,20.7
Pierre Pujol,M,32.0,186.0,90.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Non-Medal,1.86,26.01
Tina Punzel,F,21.0,167.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,Non-Medal,1.67,20.08
Tina Punzel,F,21.0,167.0,56.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Non-Medal,1.67,20.08
"Fan ""Esther"" Qin",F,24.0,168.0,58.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,Non-Medal,1.68,20.55
Isaquias Queiroz dos Santos,M,22.0,175.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Medal,1.75,27.76
Isaquias Queiroz dos Santos,M,22.0,175.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Medal,1.75,27.76
Isaquias Queiroz dos Santos,M,22.0,175.0,85.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Medal,1.75,27.76
Julien Quesne,M,35.0,185.0,88.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,Non-Medal,1.85,25.71
Colleen Quigley,F,23.0,175.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Non-Medal,1.75,19.92
Jssica da Silva Quintino,F,25.0,172.0,67.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Non-Medal,1.72,22.65
Jean Quiquampoix,M,20.0,189.0,85.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Medal,1.89,23.8
Alicia Quirk,F,24.0,173.0,64.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Medal,1.73,21.38
Rafaelle Leone Carvalho de Souza,F,25.0,175.0,57.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.75,18.61
Rafael Alcntara do Nascimento,M,23.0,172.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.72,21.97
Paige Railey,F,29.0,173.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,Non-Medal,1.73,22.05
Guillaume Louis  Benoit Raineau,M,30.0,187.0,71.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Medal,1.87,20.3
"Alexandra Rose ""Aly"" Raisman",F,22.0,157.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,Medal,1.57,21.1
"Alexandra Rose ""Aly"" Raisman",F,22.0,157.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Medal,1.57,21.1
"Alexandra Rose ""Aly"" Raisman",F,22.0,157.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,Medal,1.57,21.1
"Alexandra Rose ""Aly"" Raisman",F,22.0,157.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Non-Medal,1.57,21.1
"Alexandra Rose ""Aly"" Raisman",F,22.0,157.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Non-Medal,1.57,21.1
Glencora Ralph,F,27.0,178.0,68.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Non-Medal,1.78,21.46
Rajeev Ram,M,32.0,193.0,84.0,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,Medal,1.93,22.55
Rajeev Ram,M,32.0,193.0,84.0,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Non-Medal,1.93,22.55
Mariana Barbosa Ramalho,F,28.0,174.0,69.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Non-Medal,1.74,22.79
Klber da Silva Ramos,M,30.0,167.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",Non-Medal,1.67,23.31
Megan Anna Rapinoe,F,31.0,168.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.68,21.26
Clemens Andreas Rapp,M,27.0,193.0,85.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,Non-Medal,1.93,22.82
Clemens Andreas Rapp,M,27.0,193.0,85.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Non-Medal,1.93,22.82
Raquel Fernandes dos Santos,F,25.0,160.0,56.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.6,21.87
Claudia Rath (-Salman),F,30.0,175.0,65.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Heptathlon,Non-Medal,1.75,21.22
Ronald Rauhe,M,34.0,179.0,82.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Medal,1.79,25.59
Ronald Rauhe,M,34.0,179.0,82.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Non-Medal,1.79,25.59
"Raul ""Raulzinho"" Togni Neto",M,24.0,192.0,82.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Non-Medal,1.92,22.24
lodie Ravera-Scaramozzino,F,20.0,177.0,70.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Non-Medal,1.77,22.34
Alexis Raynaud,M,21.0,172.0,78.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Medal,1.72,26.37
Chloe Rayner,F,19.0,155.0,48.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,Non-Medal,1.55,19.98
Brendon Reading,M,27.0,183.0,62.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Non-Medal,1.83,18.51
Patrick Nathaniel Reed,M,25.0,183.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,Non-Medal,1.83,27.17
Brittney Davon Reese,F,29.0,173.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Medal,1.73,20.38
Emily Regan,F,28.0,188.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Medal,1.88,22.92
Maya Rehberg,F,22.0,170.0,58.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",Non-Medal,1.7,20.07
Christian Reichert,M,31.0,188.0,83.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 10 kilometres Open Water,Non-Medal,1.88,23.48
Tobias Reichmann,M,28.0,188.0,87.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Medal,1.88,24.62
Maximilian Reinelt,M,27.0,195.0,98.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Medal,1.95,25.77
Julia Reinprecht,F,25.0,161.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.61,21.22
"Katherine ""Katie"" Reinprecht",F,26.0,163.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Non-Medal,1.63,21.45
Fernando Saraiva Reis,M,26.0,185.0,146.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Super-Heavyweight,Non-Medal,1.85,42.66
Christian Reitz,M,29.0,183.0,93.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Medal,1.83,27.77
Lauren Rembi,F,24.0,178.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",Non-Medal,1.78,18.94
Lauren Rembi,F,24.0,178.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Non-Medal,1.78,18.94
Wendie Thrse Renard,F,26.0,187.0,70.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Non-Medal,1.87,20.02
Renato Soares de Oliveira Augusto,M,28.0,186.0,90.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.86,26.01
Jrmy Rencurel,M,21.0,181.0,83.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,Non-Medal,1.81,25.34
Max Rendschmidt,M,22.0,186.0,90.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Medal,1.86,26.01
Max Rendschmidt,M,22.0,186.0,90.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Medal,1.86,26.01
Marvin Ren,M,21.0,177.0,60.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Non-Medal,1.77,19.15
Daniel Repacholi,M,34.0,202.0,128.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",Non-Medal,2.02,31.37
Daniel Repacholi,M,34.0,202.0,128.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",Non-Medal,2.02,31.37
Julian Reus,M,28.0,176.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,Non-Medal,1.76,24.54
Julian Reus,M,28.0,176.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,Non-Medal,1.76,24.54
Julian Reus,M,28.0,176.0,76.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Non-Medal,1.76,24.54
Kristina Joana Reynolds,F,32.0,181.0,71.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Medal,1.81,21.67
Lauren Reynolds,F,25.0,176.0,69.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,Non-Medal,1.76,22.28
Renato Rezende,M,25.0,171.0,72.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,Non-Medal,1.71,24.62
"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,37.0,163.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,Medal,1.63,30.86
Gilvan Bitencourt Ribeiro,M,27.0,180.0,83.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Non-Medal,1.8,25.62
Gilvan Bitencourt Ribeiro,M,27.0,180.0,83.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Non-Medal,1.8,25.62
Simplice Ribouem,M,33.0,173.0,94.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middle-Heavyweight,Non-Medal,1.73,31.41
Joshua Richmond,M,30.0,188.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Non-Medal,1.88,25.75
Jonathan Riekmann,M,28.0,192.0,74.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Non-Medal,1.92,20.07
Teddy Pierre-Marie Riner,M,27.0,203.0,139.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight,Medal,2.03,33.73
Richard Ringer,M,27.0,182.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Non-Medal,1.82,18.72
Marie Riou,F,34.0,171.0,68.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Non-Medal,1.71,23.26
Cassio Cesar de Mello Rippel,M,38.0,193.0,95.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Non-Medal,1.93,25.5
Cassio Cesar de Mello Rippel,M,38.0,193.0,95.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Non-Medal,1.93,25.5
"Jeffrey ""Jeff"" Riseley",M,29.0,192.0,74.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 800 metres,Non-Medal,1.92,20.07
Aidan Joseph Roach,M,25.0,187.0,88.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.87,25.17
Mlina Robert-Michon,F,37.0,180.0,85.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Discus Throw,Medal,1.8,26.23
Gil Roberts,M,27.0,188.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Non-Medal,1.88,23.2
Gil Roberts,M,27.0,188.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Medal,1.88,23.2
James Roberts,M,25.0,194.0,90.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Medal,1.94,23.91
Kelsey-Lee Roberts,F,24.0,175.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,Non-Medal,1.75,22.86
Ricky Robertson,M,25.0,180.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,Non-Medal,1.8,23.15
Brett Robinson,M,25.0,176.0,60.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Non-Medal,1.76,19.37
Byron Robinson,M,21.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,Non-Medal,1.75,24.49
"Joshua ""Josh"" Robinson",M,30.0,187.0,92.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,Non-Medal,1.87,26.31
Kelsey Robinson,F,24.0,188.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Medal,1.88,19.81
Sarah Elizabeth Robles,F,28.0,178.0,141.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Super-Heavyweight,Medal,1.78,44.5
Bernardo Reis Lopes Rocha,M,27.0,181.0,95.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,1.81,29.0
Francielle Gomes da Rocha,F,24.0,166.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Non-Medal,1.66,21.05
Samira Pereira da Silva Rocha,F,27.0,170.0,64.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Non-Medal,1.7,22.15
Solonei Rocha da Silva,M,34.0,172.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,Non-Medal,1.72,21.97
Tas de Morais Rochel,F,32.0,165.0,61.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Non-Medal,1.65,22.41
"Michael ""Mike"" Rodgers",M,31.0,175.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Non-Medal,1.75,26.45
Anastasia Rodionova,F,34.0,167.0,59.0,Australia-2,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Non-Medal,1.67,21.16
Arina Rodionova,F,26.0,168.0,60.0,Australia-2,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Non-Medal,1.68,21.26
Rodrigo Caio Coquette Russo,M,22.0,182.0,70.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.82,21.13
Rodrigo Dourado Cunha,M,22.0,186.0,79.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Medal,1.86,22.84
Danny Pinheiro Rodrigues,M,31.0,161.0,57.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Non-Medal,1.61,21.99
Danny Pinheiro Rodrigues,M,31.0,161.0,57.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,Non-Medal,1.61,21.99
Danny Pinheiro Rodrigues,M,31.0,161.0,57.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,Non-Medal,1.61,21.99
Danny Pinheiro Rodrigues,M,31.0,161.0,57.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Non-Medal,1.61,21.99
Danny Pinheiro Rodrigues,M,31.0,161.0,57.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,Non-Medal,1.61,21.99
Henrique Cavalcanti Rodrigues,M,25.0,194.0,88.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Individual Medley,Non-Medal,1.94,23.38
Joice Rodrigues de Souza,F,29.0,176.0,65.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Non-Medal,1.76,20.98
Alex Roelse,M,21.0,204.0,115.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Non-Medal,2.04,27.63
Emily Mei Ling Rogers,F,18.0,163.0,52.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Non-Medal,1.63,19.57
Thomas Rhler,M,24.0,192.0,92.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Javelin Throw,Medal,1.92,24.96
Monica Rokhman,F,19.0,173.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Non-Medal,1.73,18.71
